id,titulo,tipo,tiposFonte,fonteTitulo,ano_publicacao,volume,issue,paginas,paginasInicio,paginasFim,numeroPaginas,researcherIds,organizacoes,linkRegistro,linkReferencias,linkRelacionados,citacoes,issn,isbn,doi,keywordsAutor,orcids_autores,departamento,autores,origem
WOS:001038265400001,"ANALYSIS OF FLAWS IN GRAPHICAL REPRESENTATIONS OF STATISTICAL DATA IN THE FIELD OF OCCUPATIONAL SAFETYAND HEALTH",Article,Article,"CADERNOS EDUCACAO TECNOLOGIA E SOCIEDADE",2023,16,1,9-22,9,22,14,"R-4887-2019, DTT-2997-2022, ESE-5961-2022, IHJ-8057-2023",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001038265400001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001038265400001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001038265400001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2316-9907,undefined,10.14571/brajets.v16.n1.9-22,"Occupational safety and health, OSH, statistical literacy, statistical graphs",0000-0001-5300-2331,Engenharia,"Ana Filomena de Figueiredo Dias",WBS
WOS:001172172600001,"Water Quality Assessment of a Hydro-Agricultural Reservoir in a Mediterranean Region (Case Study-Lage Reservoir in Southern Portugal)",Article,Article,WATER,2024,16,4,undefined,undefined,undefined,18,"DVT-6541-2022, JMW-5923-2023, DVS-4109-2022, KGT-4149-2024, I-5402-2019, B-4716-2008, G-4112-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001172172600001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001172172600001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001172172600001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/w16040514,"Alqueva project, irrigation water, potential ecological status, soil impact",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:001193453000001,"Agricultural Practices to Improve Irrigation Sustainability",Article,Article,WATER,2024,16,6,undefined,undefined,undefined,5,"G-4112-2016, I-5402-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001193453000001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001193453000001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001193453000001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/w16060817,,0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:001197338200001,"Water and carbon footprints in irrigated vineyards: an on-farm assessment","Article, Early Access","Article, Early Access","IRRIGATION SCIENCE",2024,undefined,undefined,undefined,undefined,undefined,17,"I-5402-2019, KJO-3413-2024, LJG-7102-2024, DVT-6541-2022, CFT-3808-2022, FTM-8518-2022, DYR-8555-2022, G-4112-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001197338200001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001197338200001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001197338200001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0342-7188,undefined,10.1007/s00271-024-00926-6,,0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:001363606400001,"Effect of Different Irrigated Crop Successions on Soil Carbon and Nitrogen-Phosphorus-Potassium Budget Under Mediterranean Conditions",Article,Article,AGRICULTURE-BASEL,2024,14,11,undefined,undefined,undefined,21,"HIZ-8284-2022, DVT-6541-2022, HIZ-8266-2022, LVA-3239-2024, DYR-8555-2022, I-5402-2019, G-4112-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001363606400001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001363606400001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001363606400001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/agriculture14111908,"annual crops, carbon dynamics, management practices, soil macronutrients balance",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:000167942600013,"Human placenta hydrolases active on free ADP-ribose: an ADP-sugar pyrophosphatase and a specific ADP-ribose pyrophosphatase",Article,Article,"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS",2001,1526,1,86-94,86,94,9,"K-6555-2014, CJB-2453-2022, K-7394-2014, K-6421-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000167942600013&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000167942600013&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000167942600013&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0304-4165,undefined,10.1016/S0304-4165(01)00113-1,"adenosine diphosphate ribose, adenosine diphosphate ribose pyrophosphatase adenosine diphosphate sugar pyrophosphatase, sugar nucleotide, nudix hydrolase, protein glycation",0000-0002-9132-0223,"Tecnologias CAplicadas","António Manuel Gouveia Carloto",WBS
WOS:000234617700044,"Reduction of wastewaters and valorisation of by-products from ""Serpa"" cheese manufacture using nanofiltration","Article, Meeting","Article, Proceedings Paper","WATER SCIENCE AND TECHNOLOGY",2005,52,10-11,393-399,393,399,7,"DXU-7465-2022, S-1607-2019, IPG-3490-2023, L-5155-2013, DXG-5736-2022, F-3937-2012",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000234617700044&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000234617700044&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000234617700044&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0273-1223,undefined,10.2166/wst.2005.0716,"second cheese whey, wastewater treatment, nutrients recovery, nanofiltration",0000-0002-6378-0564,"Tecnologias CAplicadas","Antónia Teresa Zorro Nobre Macedo",WBS
WOS:000241589800010,"The specific, submicromolar-<i>K</i><sub>m</sub> ADP-ribose pyrophosphatase purified from human placenta is enzymically indistinguishable from recombinant NUDT9 protein, including a selectivity for Mn<SUP>2+</SUP> as activating cation and increase in <i>K</i><sub>m</sub> for ADP-ribose, both elicited by H<sub>2</sub>O<sub>2</sub>",Article,Article,"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS",2006,1760,10,1545-1551,1545,1551,7,"CJB-2453-2022, K-7394-2014, K-6421-2014, FNU-6493-2022, K-6555-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000241589800010&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000241589800010&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000241589800010&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0304-4165,undefined,10.1016/j.bbagen.2006.06.003,"adenosine diphosphate ribose, adenosine diphosphate ribose pyrophosphatase, hydrogen peroxide, nudix hydrolase, oxidative stress",0000-0002-9132-0223,"Tecnologias CAplicadas","António Manuel Gouveia Carloto",WBS
WOS:000295564600004,"The role of concentration polarization in ultrafiltration of ovine cheese whey",Article,Article,"JOURNAL OF MEMBRANE SCIENCE",2011,381,1-2,34-40,34,40,7,"DXG-5736-2022, AAK-9496-2021, F-3937-2012",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000295564600004&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000295564600004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000295564600004&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0376-7388,undefined,10.1016/j.memsci.2011.07.012,"Ovine cheese whey, Ultrafiltration, Concentration polarization, Fouling",0000-0002-6378-0564,"Tecnologias CAplicadas","Antónia Teresa Zorro Nobre Macedo",WBS
WOS:000427500200009,"Evaluation of salinization and sodification in irrigated areas with limited soil data: Case study in southern Portugal",Article,Article,"SPANISH JOURNAL OF SOIL SCIENCE",2018,8,1,102-120,102,120,19,"O-8336-2019, DUW-6476-2022, JJU-7871-2023",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000427500200009&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000427500200009&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000427500200009&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2253-6574,undefined,10.3232/SJSS.2018.V8.N1.07,"Water quality, electrical conductivity, SAR, waterlogging, Alentejo",0000-0001-9069-2554,Engenharia,"Anabela Cândida Ramalho Durão",WBS
WOS:000451071100047,"Public Participation: A Tool for Water Conservation and Environmental Management",Meeting,"Proceedings Paper",INCREASE,2018,undefined,undefined,583-593,583,593,11,"GHH-3395-2022, FXY-0217-2022, AAB-3004-2019, AAM-5661-2020",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000451071100047&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000451071100047&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000451071100047&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,978-3-319-70271-1,10.1007/978-3-319-70272-8_47,"Active public participation, Stakeholders, Water governance, Water management",0000-0001-9069-2554,Engenharia,"Anabela Cândida Ramalho Durão",WBS
WOS:000485660800004,"Phytoremediation potential of <i>Vetiveria zizanioides</i> and <i>Oryza sativa</i> to nitrate and organic substance removal in vertical flow constructed wetland systems",Article,Article,"ECOLOGICAL ENGINEERING",2019,138,undefined,19-27,19,27,9,"GBZ-5151-2022, E-7856-2015, C-1514-2017, FXY-0217-2022, AAV-3137-2020, AAB-1315-2022, DXC-8877-2022, AAN-1287-2021",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000485660800004&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000485660800004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000485660800004&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0925-8574,undefined,10.1016/j.ecoleng.2019.06.020,"Constructed wetland, Vertical flow, Nitrate nitrogen, COD, Vetiveria zizanioides, Oryza sativa",0000-0001-9069-2554,Engenharia,"Anabela Cândida Ramalho Durão",WBS
WOS:000544446100004,"Nitrogen removal in vertical flow constructed wetlands: influence of bed depth and high nitrogen loadings",Article,Article,"ENVIRONMENTAL TECHNOLOGY",2020,41,17,2196-2209,2196,2209,14,"GBZ-5151-2022, AAN-1287-2021, GRF-4250-2022, AAV-3137-2020, AAB-1315-2022, C-1514-2017, FXY-0217-2022, E-7856-2015, R-6424-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000544446100004&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000544446100004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000544446100004&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0959-3330,undefined,10.1080/09593330.2018.1557749,"Ammonium nitrogen mass load, ammonium toxicity, bed depth, subsurface vertical flow bed, Vetiveria zizanioides",0000-0001-9069-2554,Engenharia,"Anabela Cândida Ramalho Durão",WBS
WOS:000581712000001,"Water Footprint Sustainability as a Tool to Address Climate Change in the Wine Sector: A Methodological Approach Applied to a Portuguese Case Study",Article,Article,ATMOSPHERE,2020,11,9,undefined,undefined,undefined,30,"M-4736-2019, DVS-5231-2022, JAC-9045-2023, ABC-7498-2020, R-9891-2019, FYI-2468-2022, GZM-5695-2022, GMT-7630-2022, FVV-5308-2022, CPB-2390-2022, AAM-3096-2021, EUF-7938-2022, DXA-3565-2022, DWO-8214-2022, GCD-2505-2022, JZT-8820-2024, ABF-3687-2020, GQW-3101-2022, EKG-0843-2022, IZE-2347-2023, J-8454-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000581712000001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000581712000001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000581712000001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/atmos11090934,"life cycle assessment, sustainable wine production, water use efficiency, wine chain, winery wastewater","0000-0003-3881-9081; 0000-0003-3881-9081; 0000-0001-9380-3002",Biociências,"António Manuel da Costa Nunes Ribeiro; António Manuel da Costa Nunes Ribeiro; Anabela Reis Pacheco de Amaral",WBS
WOS:000601926400001,"Grape Pomace: A Potential Ingredient for the Human Diet",Article,Article,FOODS,2020,9,12,undefined,undefined,undefined,11,"HNY-8816-2023, Q-9590-2017, O-7226-2019, GXZ-9922-2022, EKG-0843-2022, O-2657-2015, AAD-6454-2020, H-3101-2016, L-2488-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000601926400001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000601926400001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000601926400001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/foods9121772,"grape pomace, Vitis vinifera L., micronutrients, trace metals, moisture, microorganisms",0000-0001-9380-3002,"Tecnologias CAplicadas","Anabela Reis Pacheco de Amaral",WBS
WOS:000676503300001,"Valorization of Goat Cheese Whey through an Integrated Process of Ultrafiltration and Nanofiltration",Article,Article,MEMBRANES,2021,11,7,undefined,undefined,undefined,12,"DXG-5736-2022, CCO-9788-2022, AAK-9496-2021, O-2638-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000676503300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000676503300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000676503300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/membranes11070477,"goat cheese whey, ultrafiltration, nanofiltration, dilution mode",0000-0002-6378-0564,"Tecnologias CAplicadas","Antónia Teresa Zorro Nobre Macedo",WBS
WOS:000689188800001,"Integration of Membrane Processes for By-Product Valorization to Improve the Eco-Efficiency of Small/Medium Size Cheese Dairy Plants",Article,Article,FOODS,2021,10,8,undefined,undefined,undefined,16,"DXG-5736-2022, FYI-8694-2022, CHZ-4364-2022, AAK-9496-2021",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000689188800001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000689188800001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000689188800001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/foods10081740,"second sheep cheese whey, goat cheese whey, ultrafiltration/diafiltration, process design, cost-benefit analysis",0000-0002-6378-0564,"Tecnologias CAplicadas","Antónia Teresa Zorro Nobre Macedo",WBS
WOS:000942065200001,"Analyzing Green Behavior and the Rational Use of Water in Portuguese Higher Education Campi",Article,Article,SUSTAINABILITY,2023,15,4,undefined,undefined,undefined,16,"B-2437-2012, FXY-0217-2022, M-6997-2013, N-1157-2013, H-5115-2019, HPD-4716-2023, F-4690-2014, IWQ-8923-2023, N-1763-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000942065200001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000942065200001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000942065200001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/su15043035,"higher education institutions, SDG, sustainability, water efficiency, water use",0000-0001-9069-2554,Engenharia,"Anabela Cândida Ramalho Durão",WBS
WOS:001257365300001,"Higher Education Institutions' Students' Literacy in Sustainable Use of Potable Water",Article,Article,SUSTAINABILITY,2024,16,12,undefined,undefined,undefined,21,"B-2437-2012, FXY-0217-2022, M-6997-2013, N-1157-2013, H-5115-2019, HPD-4716-2023, E-6382-2011, N-1763-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001257365300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001257365300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001257365300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/su16125217,"education institutions, SDGs, sustainability, water efficiency, water use",0000-0001-9069-2554,Engenharia,"Anabela Cândida Ramalho Durão",WBS
WOS:000213668200010,"Relevant statistics for models with commutative orthogonal block structure and unbiased estimator for variance components",Article,Article,"JOURNAL OF INTERDISCIPLINARY MATHEMATICS",2008,11,4,553-564,553,564,12,"H-1231-2016, R-4887-2019, GGN-7076-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000213668200010&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000213668200010&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000213668200010&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0972-0502,undefined,10.1080/09720502.2008.10700581,"OBS, COBS, orthogonal designs, unbiased estimator for variance components, mixed models",0000-0002-0077-1249,"Matemática CFisicas","Carla Maria Lopes da Silva Afonso dos Santos",WBS
WOS:000351317300007,"Inference for types and structured families of commutative orthogonal block structures",Article,Article,METRIKA,2015,78,3,337-372,337,372,36,"D-1632-2012, GGN-7076-2022, R-4887-2019, H-1231-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000351317300007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000351317300007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000351317300007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0026-1335,undefined,10.1007/s00184-014-0506-8,"Commutative orthogonal block structure, Commutative Jordan algebras, Estimation, Mixed linear models",0000-0002-0077-1249,"Matemática CFisicas","Carla Maria Lopes da Silva Afonso dos Santos",WBS
WOS:000389449900097,"Imbedding Linear Regressions in Models for Factor Crossing",Meeting,"Proceedings Paper","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2016 (ICCMSE-2016)",2016,1790,undefined,undefined,undefined,undefined,3,"R-4887-2019, H-1231-2016, DTT-2997-2022, AAS-5114-2020, GGN-7076-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900097&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900097&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900097&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0094-243X,undefined,10.1063/1.4968734,"Crossing, Orthogonal partition, Effects and Interactions",0000-0002-0077-1249,"Matemática CFisicas","Carla Maria Lopes da Silva Afonso dos Santos",WBS
WOS:000389449900098,"ANOVA Like Analysis for Structured Families of Stochastic Matrices",Meeting,"Proceedings Paper","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2016 (ICCMSE-2016)",2016,1790,undefined,undefined,undefined,undefined,3,"DTT-2997-2022, AAJ-9159-2021, AAS-5114-2020, GGN-7076-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900098&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900098&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900098&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0094-243X,undefined,10.1063/1.4968735,"Stochastic matrices, Structured families, Transversal and longitudinal analysis",0000-0002-0077-1249,"Matemática CFisicas","Carla Maria Lopes da Silva Afonso dos Santos",WBS
WOS:000166608800101,"Effect of sprinkler irrigation on corn yield.: A case study in the South of Portugal",Meeting,"Proceedings Paper","PROCEEDINGS OF THE THIRD INTERNATIONAL SYMPOSIUM ON IRRIGATION OF HORTICULTURAL CROPS, VOLS 1 AND 2",2000,undefined,537,847-852,847,852,6,"DZM-7820-2022, FYI-2468-2022, IPG-0079-2023, CNO-9512-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000166608800101&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000166608800101&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000166608800101&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0567-7572,90-6605-913-3,10.17660/ActaHortic.2000.537.101,"soil productivity, soil-units, center-pivot, LAI, roots, hollows",0000-0001-7756-3037,Biociências,"Sofia Teresa Assunção Ramôa",WBS
WOS:000421729800011,"Art and the City",Review,"Book Review","REVISTA CRITICA DE CIENCIAS SOCIAIS",2012,undefined,99,205-207,205,207,3,JRL-6333-2023,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000421729800011&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000421729800011&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000421729800011&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0254-1106,undefined,undefined,,0000-0003-4414-9029,"Artes H Desporto","Sandra Isabel das Candeias Guerreiro Dias",WBS
