id,titulo,tipo,tiposFonte,fonteTitulo,ano_publicacao,volume,issue,paginas,paginasInicio,paginasFim,numeroPaginas,researcherIds,organizacoes,linkRegistro,linkReferencias,linkRelacionados,citacoes,issn,isbn,doi,keywordsAutor,orcids_autores,departamento,autores,origem,financiador,repositorioIPBeja,apoiosPublicaçao
WOS:000581712000001,"Water Footprint Sustainability as a Tool to Address Climate Change in the Wine Sector: A Methodological Approach Applied to a Portuguese Case Study",Article,Article,ATMOSPHERE,2020,11,9,undefined,undefined,undefined,30,"M-4736-2019, DVS-5231-2022, JAC-9045-2023, ABC-7498-2020, R-9891-2019, FYI-2468-2022, GZM-5695-2022, GMT-7630-2022, FVV-5308-2022, CPB-2390-2022, AAM-3096-2021, EUF-7938-2022, DXA-3565-2022, DWO-8214-2022, GCD-2505-2022, JZT-8820-2024, ABF-3687-2020, GQW-3101-2022, EKG-0843-2022, IZE-2347-2023, J-8454-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000581712000001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000581712000001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000581712000001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/atmos11090934,"life cycle assessment, sustainable wine production, water use efficiency, wine chain, winery wastewater","0000-0003-3881-9081; 0000-0003-3881-9081; 0000-0001-9380-3002",Biociências,"António Manuel da Costa Nunes Ribeiro; António Manuel da Costa Nunes Ribeiro; Anabela Reis Pacheco de Amaral",WBS,N/A,N/A,N/A
WOS:000601926400001,"Grape Pomace: A Potential Ingredient for the Human Diet",Article,Article,FOODS,2020,9,12,undefined,undefined,undefined,11,"HNY-8816-2023, Q-9590-2017, O-7226-2019, GXZ-9922-2022, EKG-0843-2022, O-2657-2015, AAD-6454-2020, H-3101-2016, L-2488-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000601926400001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000601926400001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000601926400001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/foods9121772,"grape pomace, Vitis vinifera L., micronutrients, trace metals, moisture, microorganisms",0000-0001-9380-3002,"Tecnologias CAplicadas","Anabela Reis Pacheco de Amaral",WBS,N/A,N/A,N/A
WOS:000676503300001,"Valorization of Goat Cheese Whey through an Integrated Process of Ultrafiltration and Nanofiltration",Article,Article,MEMBRANES,2021,11,7,undefined,undefined,undefined,12,"DXG-5736-2022, CCO-9788-2022, AAK-9496-2021, O-2638-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000676503300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000676503300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000676503300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/membranes11070477,"goat cheese whey, ultrafiltration, nanofiltration, dilution mode",0000-0002-6378-0564,"Tecnologias CAplicadas","Antónia Teresa Zorro Nobre Macedo",WBS,N/A,N/A,N/A
WOS:000689188800001,"Integration of Membrane Processes for By-Product Valorization to Improve the Eco-Efficiency of Small/Medium Size Cheese Dairy Plants",Article,Article,FOODS,2021,10,8,undefined,undefined,undefined,16,"DXG-5736-2022, FYI-8694-2022, CHZ-4364-2022, AAK-9496-2021",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000689188800001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000689188800001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000689188800001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/foods10081740,"second sheep cheese whey, goat cheese whey, ultrafiltration/diafiltration, process design, cost-benefit analysis",0000-0002-6378-0564,"Tecnologias CAplicadas","Antónia Teresa Zorro Nobre Macedo",WBS,N/A,N/A,N/A
WOS:000942065200001,"Analyzing Green Behavior and the Rational Use of Water in Portuguese Higher Education Campi",Article,Article,SUSTAINABILITY,2023,15,4,undefined,undefined,undefined,16,"B-2437-2012, FXY-0217-2022, M-6997-2013, N-1157-2013, H-5115-2019, HPD-4716-2023, F-4690-2014, IWQ-8923-2023, N-1763-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000942065200001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000942065200001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000942065200001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/su15043035,"higher education institutions, SDG, sustainability, water efficiency, water use",0000-0001-9069-2554,Engenharia,"Anabela Cândida Ramalho Durão",WBS,N/A,N/A,N/A
WOS:001257365300001,"Higher Education Institutions' Students' Literacy in Sustainable Use of Potable Water",Article,Article,SUSTAINABILITY,2024,16,12,undefined,undefined,undefined,21,"B-2437-2012, FXY-0217-2022, M-6997-2013, N-1157-2013, H-5115-2019, HPD-4716-2023, E-6382-2011, N-1763-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001257365300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001257365300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001257365300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/su16125217,"education institutions, SDGs, sustainability, water efficiency, water use",0000-0001-9069-2554,Engenharia,"Anabela Cândida Ramalho Durão",WBS,N/A,N/A,N/A
WOS:000213668200010,"Relevant statistics for models with commutative orthogonal block structure and unbiased estimator for variance components",Article,Article,"JOURNAL OF INTERDISCIPLINARY MATHEMATICS",2008,11,4,553-564,553,564,12,"H-1231-2016, R-4887-2019, GGN-7076-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000213668200010&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000213668200010&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000213668200010&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0972-0502,undefined,10.1080/09720502.2008.10700581,"OBS, COBS, orthogonal designs, unbiased estimator for variance components, mixed models",0000-0002-0077-1249,"Matemática CFisicas","Carla Maria Lopes da Silva Afonso dos Santos",WBS,N/A,N/A,N/A
WOS:000351317300007,"Inference for types and structured families of commutative orthogonal block structures",Article,Article,METRIKA,2015,78,3,337-372,337,372,36,"D-1632-2012, GGN-7076-2022, R-4887-2019, H-1231-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000351317300007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000351317300007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000351317300007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0026-1335,undefined,10.1007/s00184-014-0506-8,"Commutative orthogonal block structure, Commutative Jordan algebras, Estimation, Mixed linear models",0000-0002-0077-1249,"Matemática CFisicas","Carla Maria Lopes da Silva Afonso dos Santos",WBS,N/A,N/A,N/A
WOS:000389449900097,"Imbedding Linear Regressions in Models for Factor Crossing",Meeting,"Proceedings Paper","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2016 (ICCMSE-2016)",2016,1790,undefined,undefined,undefined,undefined,3,"R-4887-2019, H-1231-2016, DTT-2997-2022, AAS-5114-2020, GGN-7076-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900097&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900097&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900097&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0094-243X,undefined,10.1063/1.4968734,"Crossing, Orthogonal partition, Effects and Interactions",0000-0002-0077-1249,"Matemática CFisicas","Carla Maria Lopes da Silva Afonso dos Santos",WBS,N/A,N/A,N/A
WOS:000389449900098,"ANOVA Like Analysis for Structured Families of Stochastic Matrices",Meeting,"Proceedings Paper","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2016 (ICCMSE-2016)",2016,1790,undefined,undefined,undefined,undefined,3,"DTT-2997-2022, AAJ-9159-2021, AAS-5114-2020, GGN-7076-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900098&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900098&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000389449900098&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0094-243X,undefined,10.1063/1.4968735,"Stochastic matrices, Structured families, Transversal and longitudinal analysis",0000-0002-0077-1249,"Matemática CFisicas","Carla Maria Lopes da Silva Afonso dos Santos",WBS,N/A,N/A,N/A
WOS:A1993KJ77100018,"REDUCTION OF NITROSOBENZENE BY 2-(ALPHA-HYDROXYETHYL)-3,4-DIMETHYLTHIAZOLIUM SALTS",Article,Article,"JOURNAL OF THE CHEMICAL SOCIETY-CHEMICAL COMMUNICATIONS",1993,undefined,2,133-134,133,134,2,"I-7086-2012, ABE-7033-2021, C-9603-2013, DNE-1099-2022, G-5782-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:A1993KJ77100018&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:A1993KJ77100018&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:A1993KJ77100018&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0022-4936,undefined,10.1039/c39930000133,,,N/A,,WBS,N/A,N/A,N/A
WOS:A1995BE32G00028,"Theoretical mechanistic investigation of asymmetric aziridination by N-aryl-O-acylhydroxylamines",Meeting,"Proceedings Paper","E.C.C.C. 1 COMPUTATIONAL CHEMISTRY",1995,330,undefined,140-144,140,144,3,"ABE-7033-2021, C-9603-2013, JDY-7559-2023, G-5782-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:A1995BE32G00028&DestLinkType=FullRecord&DestApp=WOS_CPL,undefined,undefined,,0094-243X,1-56396-457-0,undefined,,,N/A,,WBS,N/A,N/A,N/A
WOS:000224440600003,"Test of a small domestic boiler using different pellets","Article, Meeting","Article, Proceedings Paper","BIOMASS & BIOENERGY",2004,27,6,531-539,531,539,9,"DTV-1835-2022, G-5329-2010, FYF-2204-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000224440600003&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000224440600003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000224440600003&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0961-9534,undefined,10.1016/j.biombioe.2003.07.002,"pellets, emissions, boilers, efficiency, fixed bed, combustion",0000-0003-1796-9013,"Artes H Desporto","João Filipe Dias Medeira Rodrigues",WBS,N/A,N/A,N/A
WOS:000189095100008,"A multiple objective mixed integer linear programming model for power generation expansion planning",Article,Article,ENERGY,2004,29,4,613-627,613,627,15,"F-8517-2011, I-1227-2012, M-2410-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000189095100008&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000189095100008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000189095100008&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0360-5442,undefined,10.1016/j.energy.2003.10.012,,,N/A,,WBS,N/A,N/A,N/A
WOS:000233581700029,"Performance comparison of computational retina models",Meeting,"Proceedings Paper","PROCEEDINGS OF THE FIFTH IASTED INTERNATIONAL CONFERENCE ON VISUALIZATION, IMAGING, AND IMAGE PROCESSING",2005,undefined,undefined,156-161,156,161,6,"FXZ-2487-2022, B-2749-2009",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000233581700029&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000233581700029&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000233581700029&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,0-88986-528-0,undefined,"retina models, computational models, visual image processing, effor measures",,N/A,,WBS,N/A,N/A,N/A
WOS:000243744900007,"Tool support for aspect-oriented requirements",Meeting,"Proceedings Paper","Proceedings of the 10th IASTED International Conference on Software Engineering and Applications",2006,undefined,undefined,38-44,38,44,7,"M-2410-2019, F-4770-2011, G-2108-2011",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000243744900007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000243744900007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000243744900007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,978-0-88986-642-3,undefined,"aspect-oriented requirements, tool",0000-0002-7556-4367,Engenharia,"Isabel Sofia Sousa Brito",WBS,N/A,N/A,N/A
WOS:000181413200005,"Fenton-like oxidation of landfill leachate",Article,Article,"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING",2003,38,2,371-379,371,379,9,"N-1368-2014, G-9134-2015, M-7901-2014, CKB-7155-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000181413200005&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000181413200005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000181413200005&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1093-4529,undefined,10.1081/ESE-120016901,"Fenton's reagent, leachates, wastewater, hydrogen peroxide, landfilling",,N/A,,WBS,N/A,N/A,N/A
WOS:000186804600002,"Stabilized leachates:: ozone-activated carbon treatment and kinetics",Article,Article,"WATER RESEARCH",2003,37,20,4823-4834,4823,4834,12,"N-1368-2014, G-9134-2015, M-7901-2014, N-2088-2014, CKB-7155-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000186804600002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000186804600002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000186804600002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0043-1354,undefined,10.1016/j.watres.2003.08.007,"leachate, landfill, ozone, activated carbon, wastewater",,N/A,,WBS,N/A,N/A,N/A
WOS:000220462200031,"Stabilized leachates:: ozone-activated carbon treatment and kinetics (vol 37, pg 4823, 2003)",Correction,Correction,"WATER RESEARCH",2004,38,6,1651-1651,1651,1651,1,"GGF-4427-2022, JJP-7563-2023, M-7901-2014, N-2088-2014, CKB-7155-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000220462200031&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000220462200031&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000220462200031&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0043-1354,undefined,10.1016/j.watres.2004.01.001,,,N/A,,WBS,N/A,N/A,N/A
WOS:000225604200010,"Stabilized leachates:: sequential coagulation-flocculation plus chemical oxidation process",Article,Article,"JOURNAL OF HAZARDOUS MATERIALS",2004,116,1-2,95-102,95,102,8,"N-1368-2014, G-9134-2015, CKB-7155-2022, N-2088-2014, M-7901-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000225604200010&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000225604200010&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000225604200010&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0304-3894,undefined,10.1016/j.jhazmat.2004.07.022,"leachate, landfill, coagulation-flocculation, sedimentation, fenton",,N/A,,WBS,N/A,N/A,N/A
WOS:000227055500014,"Oxone-promoted wet air oxidation of landfill leachates",Article,Article,"INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH",2005,44,4,749-758,749,758,10,"N-1368-2014, G-9134-2015, CKB-7155-2022, E-6710-2017",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000227055500014&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000227055500014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000227055500014&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0888-5885,undefined,10.1021/ie0401511,,,N/A,,WBS,N/A,N/A,N/A
WOS:000236930100024,"Adsorption of landfill leachates onto activated carbon -: Equilibrium and kinetics",Article,Article,"JOURNAL OF HAZARDOUS MATERIALS",2006,131,1-3,170-178,170,178,9,"N-1368-2014, G-9134-2015, M-7901-2014, EVB-8333-2022, CKB-7155-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000236930100024&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000236930100024&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000236930100024&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0304-3894,undefined,10.1016/j.jhazmat.2005.09.022,"landfilling, leachates, adsorption, activated carbon, isotherm, kinetics",,N/A,,WBS,N/A,N/A,N/A
WOS:000279573900049,"Treatment of Cheese Whey Wastewater: Combined Coagulation-Flocculation and Aerobic Biodegradation",Article,Article,"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY",2010,58,13,7871-7877,7871,7877,7,"N-1368-2014, GCU-3050-2022, C-1514-2017, G-9134-2015",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000279573900049&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000279573900049&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000279573900049&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0021-8561,undefined,10.1021/jf100602j,"Cheese whey wastewater, coagulation-flocculation, dairy effluents, sedimentation, aerobic biodegradation",,N/A,,WBS,N/A,N/A,N/A
WOS:000288401800050,"Aerobic Biodegradation of Precoagulated Cheese Whey Wastewater",Article,Article,"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY",2011,59,6,2511-2517,2511,2517,7,"N-1368-2014, GCU-3050-2022, C-1514-2017",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000288401800050&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000288401800050&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000288401800050&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0021-8561,undefined,10.1021/jf104252w,"cheese whey wastewater, pretreatment, dairy effluents, sedimentation, aerobic biodegradation",,N/A,,WBS,N/A,N/A,N/A
WOS:000306429000012,"Substantial, and significant, expansion of ant hosts range for <i>Myrmicinosporidium</i> Holldobler, 1933 (Fungi)",Article,Article,"INSECTES SOCIAUX",2012,59,3,395-399,395,399,5,"JQE-1261-2023, FOV-6544-2022, F-1898-2011",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000306429000012&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000306429000012&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000306429000012&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0020-1812,undefined,10.1007/s00040-012-0232-z,"Endoparasitic fungus, Olive grove, Portugal, Dolichoderinae, New hosts",,N/A,,WBS,N/A,N/A,N/A
WOS:000309486700007,"Cheese whey management: A review",Review,Review,"JOURNAL OF ENVIRONMENTAL MANAGEMENT",2012,110,undefined,48-68,48,68,21,"GCU-3050-2022, C-1514-2017, N-1368-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000309486700007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000309486700007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000309486700007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0301-4797,undefined,10.1016/j.jenvman.2012.05.018,"Dairy effluents, Cheese whey, Biological treatment, Physicochemical treatment, Land application",,N/A,,WBS,N/A,N/A,N/A
WOS:000316826800042,"Cheese whey wastewater: Characterization and treatment",Review,Review,"SCIENCE OF THE TOTAL ENVIRONMENT",2013,445,undefined,385-396,385,396,12,"C-1514-2017, GCU-3050-2022, N-1368-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000316826800042&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000316826800042&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000316826800042&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0048-9697,undefined,10.1016/j.scitotenv.2012.12.038,"Dairy effluent characterization, Cheese whey wastewater, Biological treatment, Physicochemical treatment, Wetlands",,N/A,,WBS,N/A,N/A,N/A
