undefined,"Cordeiro T.A.A. undefined",---,---,Article,1,"Enhanced planning capacity in urban renewal: Addressing complex challenges using neutrosophic logic and DEMATEL",Cities,undefined,undefined,10.1016/j.cities.2024.105006,02642751,2024-07-01,Scopus,empty,empty
undefined,"Martins H. undefined",---,---,Article,0,"Spiritual distress and religious involvement among cancer patients receiving chemotherapy: A longitudinal study","International Journal of Nursing Knowledge",undefined,undefined,10.1111/2047-3095.12442,20473087,2024-07-01,Scopus,empty,empty
undefined,"Dias A. undefined",---,---,Article,1,"Strategies for Worker Training and Information in Occupational Safety and Health (OSH)","European Public and Social Innovation Review",undefined,undefined,10.31637/epsir-2024-787,undefined,2024-06-28,Scopus,empty,empty
undefined,"Gomes L. undefined",---,---,Article,1,"Event-Based Modeling of Input Signal Behaviors for Discrete-Event Controllers","Applied Sciences (Switzerland)",undefined,undefined,10.3390/app14125289,undefined,2024-06-01,Scopus,empty,empty
undefined,"Barreiros A.M. undefined",---,---,Article,1,"Higher Education Institutions’ Students’ Literacy in Sustainable Use of Potable Water","Sustainability (Switzerland)",undefined,undefined,10.3390/su16125217,undefined,2024-06-01,Scopus,empty,empty
undefined,"Macedo L. undefined",---,---,Review,1,"Vulnerability in Children with Celiac Disease: Findings from a Scoping Review",Children,undefined,undefined,10.3390/children11060729,undefined,2024-06-01,Scopus,empty,empty
undefined,"Antunes H. undefined",---,---,Article,1,"The Effect of Motivation on Physical Activity among Middle and High School Students",Sports,undefined,undefined,10.3390/sports12060154,undefined,2024-06-01,Scopus,empty,empty
undefined,"Queirós R.P. undefined",---,---,Article,1,"Influence of High-Pressure Processing and Microbial Transglutaminase on the Properties of Pea Protein Isolates",Macromol,undefined,undefined,10.3390/macromol4020011,undefined,2024-06-01,Scopus,empty,empty
undefined,"Gemito L. undefined",---,---,Review,1,"Programmes Addressed to Informal Caregivers’ Needs: A Systematic Literature Review","Geriatrics (Switzerland)",undefined,undefined,10.3390/geriatrics9030071,undefined,2024-06-01,Scopus,empty,empty
undefined,"Rodrigues A. undefined",---,---,Article,1,"The Effect of Physical Activity Levels on Cognitive Performance: Research in Portuguese Adolescents",Sports,undefined,undefined,10.3390/sports12060146,undefined,2024-06-01,Scopus,empty,empty
undefined,"Boteta-Gomes M.I. undefined",---,---,Article,1,"Cross-Cultural Adaptation and Validation of the Portuguese Version of the SARC-F in Community-Dwelling Older Adults",Diagnostics,undefined,undefined,10.3390/diagnostics14111096,undefined,2024-06-01,Scopus,empty,empty
undefined,"Madeira L. undefined",---,---,Article,1,"Reuse of Treated Slaughterhouse Wastewater from Immediate One-Step Lime Precipitation and Atmospheric Carbonation to Produce Aromatic Plants in Hydroponics","Water (Switzerland)",undefined,undefined,10.3390/w16111566,undefined,2024-06-01,Scopus,empty,empty
undefined,"Almeida R. undefined",---,---,Article,0,"Notes on the traditional uses of Pterospartum tridentatum (L.) Willk. in Portugal","Ethnobotany Research and Applications",undefined,undefined,10.32859/era.29.52.1-11,undefined,2024-05-22,Scopus,empty,empty
undefined,"de Carvalho L.M. undefined",---,---,Article,1,"Wooden locks and keys from Corvo Island (Azores, Portugal)","Ethnobotany Research and Applications",undefined,undefined,10.32859/era.29.45.1-11,undefined,2024-05-22,Scopus,empty,empty
undefined,"de Carvalho L.M. undefined",---,---,Article,1,"Traditional chestnut (Castanea sativa Mill.) embroideries (Marvão, Portugal)","Ethnobotany Research and Applications",undefined,undefined,10.32859/era.29.25.1-10,undefined,2024-05-22,Scopus,empty,empty
undefined,"Santos C. undefined",---,---,Article,0,"Addressing the algebraic structure of a linear mixed model with balanced design towards model extension","Mathematical Methods in the Applied Sciences",undefined,undefined,10.1002/mma.9906,01704214,2024-05-15,Scopus,empty,empty
undefined,"Martins H. undefined",---,---,Review,1,"Spiritual Distress, Hopelessness, and Depression in Palliative Care: Simultaneous Concept Analysis","Healthcare (Switzerland)",undefined,undefined,10.3390/healthcare12100960,undefined,2024-05-01,Scopus,empty,empty
undefined,"Lopes A.C. undefined",---,---,Article,1,"High-Pressure Processing Effects on Microbiological Stability, Physicochemical Properties, and Volatile Profile of a Fruit Salad",Foods,undefined,undefined,10.3390/foods13091304,undefined,2024-05-01,Scopus,empty,empty
undefined,"Bai J. undefined",---,---,Article,1,"Enhancing hospital resilience and planning capacity in scenarios of crisis using group decision-making and interpretive structural modeling","Strategic Change",undefined,undefined,10.1002/jsc.2577,undefined,2024-05-01,Scopus,empty,empty
undefined,"Martins H. undefined",---,---,Review,0,"Insights on spirituality and bereavement: A systematic review of qualitative studies","Journal of Clinical Nursing",undefined,undefined,10.1111/jocn.17052,09621067,2024-05-01,Scopus,empty,empty
undefined,"Mestre T.D. undefined",---,---,Article,1,"Impact of family-centered care in families with children with intellectual disability: A systematic review",Heliyon,undefined,undefined,10.1016/j.heliyon.2024.e28241,24058440,2024-04-15,Scopus,empty,empty
undefined,"Linares-Barrera M.L. undefined",---,---,"Conference Paper",0,"Evolutionary Feature Selection for Time-Series Forecasting","Proceedings of the ACM Symposium on Applied Computing",undefined,undefined,10.1145/3605098.3636191,undefined,2024-04-08,Scopus,empty,empty
undefined,"Sousa B.B. undefined",---,---,"Book Chapter",0,"Industrial tourism and literary tourism: Niche marketing perspective and regional development","Shifts in Knowledge Sharing and Creativity for Business Tourism",undefined,undefined,10.4018/979-8-3693-2619-0.ch006,undefined,2024-04-03,Scopus,empty,empty
undefined,"Suárez-Manzano S. undefined",---,---,Review,1,"Effects of Physical Activity on Cognition, Behavior, and Motor Skills in Youth with Autism Spectrum Disorder: A Systematic Review of Intervention Studies","Behavioral Sciences",undefined,undefined,10.3390/bs14040330,undefined,2024-04-01,Scopus,empty,empty
undefined,"Fierro-Suero S. undefined",---,---,Article,0,"Novelty, emotions and intention to be physically active in Physical Education students","Apunts. Educacion Fisica y Deportes",undefined,undefined,10.5672/apunts.2014-0983.es.(2024/2).156.06,15774015,2024-04-01,Scopus,empty,empty
undefined,"Romero P. undefined",---,---,Article,1,"Analysis of determining factors in the thermal comfort of university students. A comparative study between Spain and Portugal","Energy and Buildings",undefined,undefined,10.1016/j.enbuild.2024.114022,03787788,2024-04-01,Scopus,empty,empty
undefined,"Santo J.E. undefined",---,---,Article,0,"Associations between the severity of menopausal symptoms and musculoskeletal pain in postmenopausal Portuguese women","International Journal of Gynecology and Obstetrics",undefined,undefined,10.1002/ijgo.15271,00207292,2024-04-01,Scopus,empty,empty
undefined,"Marcolino E. undefined",---,---,Article,1,"Valorization of baobab seeds (Adansonia digitata) as a coffee-like beverage: evaluation of roasting time on bioactive compounds","Journal of Food Science and Technology",undefined,undefined,10.1007/s13197-023-05873-2,00221155,2024-04-01,Scopus,empty,empty
undefined,"Alves-Ferreira J. undefined",---,---,Article,1,"Pesticide water variability and prioritization: The first steps towards improving water management strategies in irrigation hydro-agriculture areas","Science of the Total Environment",undefined,undefined,10.1016/j.scitotenv.2024.170304,00489697,2024-03-20,Scopus,empty,empty
undefined,"Barros J.P. undefined",---,---,"Conference Paper",0,"Sokoban: An Assignment for an Object-Oriented and GUI Programming Course","SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education",undefined,undefined,10.1145/3626253.3635493,undefined,2024-03-14,Scopus,empty,empty
undefined,"Palma P. undefined",---,---,Editorial,1,"Agricultural Practices to Improve Irrigation Sustainability","Water (Switzerland)",undefined,undefined,10.3390/w16060817,undefined,2024-03-01,Scopus,empty,empty
undefined,"Madeira L. undefined",---,---,Article,1,"Modeling and optimization of atmospheric CO<inf>2</inf> capture for neutralization of high alkaline wastewaters using response surface methodology","Journal of CO2 Utilization",undefined,undefined,10.1016/j.jcou.2024.102705,22129820,2024-03-01,Scopus,empty,empty
undefined,"Travasso R. undefined",---,---,Article,0,"MAD Clarinet 3.0: Dialogues with my computer","Rotura: Journal of Communication, Culture and Arts",undefined,undefined,10.34623/bh3w-w556,undefined,2024-02-29,Scopus,empty,empty
undefined,"Gonçalves M.S. undefined",---,---,Article,1,"Comparison of Thermal and High-Pressure Pasteurization on Immunoglobulins, Lysozyme and Microbial Quality of Donkey Colostrum","Applied Sciences (Switzerland)",undefined,undefined,10.3390/app14041592,undefined,2024-02-01,Scopus,empty,empty
undefined,"Morais D. undefined",---,---,Article,1,"Filial Maturity and Caregiving to Aging Parents","Geriatrics (Switzerland)",undefined,undefined,10.3390/geriatrics9010017,undefined,2024-02-01,Scopus,empty,empty
undefined,"Catarino A. undefined",---,---,Article,1,"Water Quality Assessment of a Hydro-Agricultural Reservoir in a Mediterranean Region (Case Study—Lage Reservoir in Southern Portugal)","Water (Switzerland)",undefined,undefined,10.3390/w16040514,undefined,2024-02-01,Scopus,empty,empty
undefined,"Leão C. undefined",---,---,Article,1,"Genetic Diversity of Salmonella enterica subsp. enterica Serovar Enteritidis from Human and Non-Human Sources in Portugal",Pathogens,undefined,undefined,10.3390/pathogens13020112,undefined,2024-02-01,Scopus,empty,empty
undefined,"Ferreira R. undefined",---,---,Article,1,"Research skills developed in post-graduation and their translation into clinical nursing practices","Revista Gaucha de Enfermagem",undefined,undefined,10.1590/1983-1447.2024.20240005.en,01026933,2024-01-01,Scopus,empty,empty
undefined,"Lança H.C. undefined",---,---,Article,0,"Love as a Legitimizing Discourse of Law",Civilistica.com,undefined,undefined,undefined,undefined,2024-01-01,"Scopus & WBS",empty,empty
undefined,"Troncoso-García A.R. undefined",---,---,"Conference Paper",0,"Time Series Forecasting in Agriculture: Explainable Deep Learning with Lagged Feature Selection","Lecture Notes in Networks and Systems",undefined,undefined,10.1007/978-3-031-75013-7_14,23673370,2024-01-01,Scopus,empty,empty
undefined,"Ferreira M. undefined",---,---,"Conference Paper",0,"Understanding Portuguese Users of Parcel Locker Services","Proceedings of the International Conference on Information Visualisation",undefined,undefined,10.1109/IV64223.2024.00018,10939547,2024-01-01,Scopus,empty,empty
undefined,"Justo-Henriques S.I. undefined",---,---,Article,0,"Effects of an individual cognitive stimulation intervention on global cognition, memory, and executive function in older adults with mild to moderate Alzheimer’s disease","Clinical Neuropsychologist",undefined,undefined,10.1080/13854046.2024.2416568,13854046,2024-01-01,Scopus,empty,empty
undefined,"Loureiro N. undefined",---,---,"Book Chapter",0,"Promoting health behavior change across different environments: Universal principles of behavior modification at individual and community level","Environmental Health Behavior: Concepts, Determinants, and Impacts",undefined,undefined,10.1016/B978-0-12-824000-7.00011-8,undefined,2024-01-01,Scopus,empty,empty
undefined,"Oliveira N.C. undefined",---,---,Review,1,"The role of bystander CPR in out-of-hospital cardiac arrest: what the evidence tells us","Hellenic Journal of Cardiology",undefined,undefined,10.1016/j.hjc.2024.09.002,11099666,2024-01-01,Scopus,empty,empty
undefined,"Barbosa J. undefined",---,---,Article,0,"Physical activity and health in children aged 3 to 5 years old","Cuadernos de Psicologia del Deporte",undefined,undefined,10.6018/cpd.529061,15788423,2024-01-01,Scopus,empty,empty
undefined,"Santos M.R. undefined",---,---,Article,0,"'How Can More be Done with Less?': Investigating Frugal Innovation Determinants Using Design Thinking and Interpretive Structural Modeling","IEEE Transactions on Engineering Management",undefined,undefined,10.1109/TEM.2024.3453938,00189391,2024-01-01,Scopus,empty,empty
undefined,"Caballero-Blanco P. undefined",---,---,Article,1,"ADVENTURE PEDAGOGICAL MODEL AS A GROWING CONCEPT IN PHYSICAL ACTIVITY","Journal of Physical Education (Maringa)",undefined,undefined,10.4025/jphyseduc.v35i1.3545,undefined,2024-01-01,Scopus,empty,empty
undefined,"Agostinho I. undefined",---,---,Article,1,"IMPLEMENTING QUALI EVIDENCE-A CHALLENGE FOR EVIDENCE ECOSYSTEMS","New Trends in Qualitative Research",undefined,undefined,10.36367/ntqr.20.3.2024.e1063,undefined,2024-01-01,Scopus,empty,empty
undefined,"Colaço I. undefined",---,---,Article,0,"Minimal free resolution of generalized repunit algebras","Communications in Algebra",undefined,undefined,10.1080/00927872.2024.2394968,00927872,2024-01-01,Scopus,empty,empty
undefined,"Canedo E.D. undefined",---,---,"Conference Paper",0,"On the Challenges to Documenting Requirements in Agile Software Development: A Practitioners' Perspective","27th Ibero-American Conference on Software Engineering, CIbSE 2024",undefined,undefined,undefined,undefined,2024-01-01,Scopus,empty,empty
undefined,"Prazeres V.M.C.E. undefined",---,---,Article,1,"“Who Comes Next?”: Planning and Managing Sustainable Initiatives that Facilitate Family Business Succession","Journal of Family and Economic Issues",undefined,undefined,10.1007/s10834-024-09983-7,10580476,2024-01-01,Scopus,empty,empty
undefined,"Morgado B. undefined",---,---,Article,1,"Psychotherapeutic interventions for depressive symptoms in older adults in a community setting: a systematic review protocol","Frontiers in Psychiatry",undefined,undefined,10.3389/fpsyt.2024.1448771,undefined,2024-01-01,Scopus,empty,empty
undefined,"Maçãs B. undefined",---,---,Article,1,"Breeding in bread-making wheat varieties for Mediterranean climate: the need to get resilient varieties","Frontiers in Nutrition",undefined,undefined,10.3389/fnut.2024.1393076,undefined,2024-01-01,Scopus,empty,empty
undefined,"Canedo E.D. undefined",---,---,"Conference Paper",0,"Navigating Remote Work: Challenges and Adaptations of Agile Teams Amidst Covid-19","Lecture Notes in Business Information Processing",undefined,undefined,10.1007/978-3-031-64748-2_4,18651348,2024-01-01,Scopus,empty,empty
undefined,"Teixeira F.J.C.e.S.N. undefined",---,---,Article,0,"GLAMPING IN LOW-DENSITY TERRITORIES: THE CASE OF SANTO ALEIXO DA REASTAURAÇÃO","Regional Science Inquiry",undefined,undefined,undefined,17915961,2024-01-01,Scopus,empty,empty
undefined,"de Almendra Freitas C.O. undefined",---,---,Article,0,"The power of assembly in the practice of tolerance: the effects of racial discrimination on the “NBA Bubble”","Revista Brasileira de Estudos Politicos",undefined,undefined,10.9732/2024.V128.913,00347191,2024-01-01,Scopus,empty,empty
undefined,"Gomes L. undefined",---,---,"Conference Paper",0,"Using Petri Nets for Analysis of Navigation Paths in Constrained Graphs – Application to Roguelike Games","CEUR Workshop Proceedings",undefined,undefined,undefined,16130073,2024-01-01,Scopus,empty,empty
undefined,"Fernandes N. undefined",---,---,"Conference Paper",0,"Leveraging High-Level Petri Nets for Cyber-Physical Systems Development","CEUR Workshop Proceedings",undefined,undefined,undefined,16130073,2024-01-01,Scopus,empty,empty
undefined,"Barros J.P. undefined",---,---,"Conference Paper",0,"Leveraging the Pedagogical Potential of Tile-Based Games for Teaching Petri Net Modeling, the Sokoban Case","CEUR Workshop Proceedings",undefined,undefined,undefined,16130073,2024-01-01,Scopus,empty,empty
undefined,"Ferreira-Barbosa H. undefined",---,---,Article,1,"satisfaction With Body Image, Lifestyles and Life Satisfaction in Higher Education Students","Revista de Investigacion e Innovacion en Ciencias de la Salud",undefined,undefined,10.46634/riics.287,undefined,2024-01-01,Scopus,empty,empty
undefined,"Lobo A. undefined",---,---,Article,1,"REHABILITATION NURSING CARE FOR THE PERSON WITH PNEUMONIA: CASE REPORT","Revista Portuguesa de Enfermagem de Reabilitacao",undefined,undefined,10.33194/rper.2024.396,undefined,2024-01-01,Scopus,empty,empty
undefined,"Pereira F. undefined",---,---,"Conference Paper",0,"Remote Debugger: A Tool to Remotely Monitor and Operate IOPT-Nets Controllers","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",undefined,undefined,10.1007/978-3-031-61433-0_19,03029743,2024-01-01,Scopus,empty,empty
undefined,"Sharma R.C. undefined",---,---,"Book Chapter",0,"KNOWLEDGE REPRESENTATION ON INNOVATIONS IN LEARNING PROCESSES AND EDUCATIONAL POLICIES: INFUSING ARTIFICIAL INTELLIGENCE AND BLOCKCHAIN POWERS","Incorporating Ai Technology in the Service Sector: Innovations in Creating Knowledge, Improving Efficiency, and Elevating Quality of Life",undefined,undefined,undefined,undefined,2024-01-01,Scopus,empty,empty
undefined,"Pica L.M. undefined",---,---,"Book Chapter",0,"SOCIAL ANALYTICS AND ARTIFICIAL INTELLIGENCE IN TAX LAW","Incorporating Ai Technology in the Service Sector: Innovations in Creating Knowledge, Improving Efficiency, and Elevating Quality of Life",undefined,undefined,undefined,undefined,2024-01-01,Scopus,empty,empty
undefined,"Teixeira F. undefined",---,---,Article,0,"POLIEMPREENDE-AN ANALYSIS OF THE EFFICIENCY MEASURES IN 13 PORTUGUESE HIGHER EDUCATION INSTITUTIONS","Journal of Global Business and Technology",undefined,undefined,undefined,15535495,2024-01-01,Scopus,empty,empty
undefined,"João L. undefined",---,---,Article,1,"The impact of the coach's decisions on the motivation and perceived performance of young athletes","Cuadernos de Psicologia del Deporte",undefined,undefined,10.6018/CPD.582821,15788423,2024-01-01,Scopus,empty,empty
undefined,"Ferreira-Barbosa H. undefined",---,---,Article,1,"Behavioral Intentions, Gymnasium App Usage and Overall Member Satisfaction: A Multigroup Analysis","Cuadernos de Psicologia del Deporte",undefined,undefined,10.6018/CPD.548731,15788423,2024-01-01,Scopus,empty,empty
undefined,"Loureiro V. undefined",---,---,Article,1,"GEOGRAPHICAL AND GENDER DIFFERENCES IN THE DEVELOPMENT OF MOTOR SKILLS IN PRESCHOOL CHILDREN","Journal of Physical Education (Maringa)",undefined,undefined,10.4025/jphyseduc.v35i1.3512,undefined,2024-01-01,Scopus,empty,empty
undefined,"Brito I.S. undefined",---,---,Editorial,0,"2nd International Workshop on Cyber-Physical Social Systems for Sustainability: Preface","CEUR Workshop Proceedings",undefined,undefined,undefined,16130073,2024-01-01,Scopus,empty,empty
undefined,"Tomaz A. undefined",---,---,Article,1,"Water and carbon footprints in irrigated vineyards: an on-farm assessment","Irrigation Science",undefined,undefined,10.1007/s00271-024-00926-6,03427188,2024-01-01,Scopus,empty,empty
undefined,"Carvalho L.M.d. undefined",---,---,Article,1,"The willow (Salix sp.) toothpicks from the Cistercian Monastery of Lorvão (Penacova, Portugal)","Ethnobotany Research and Applications",undefined,undefined,10.32859/era.28.49.1-17,undefined,2024-01-01,Scopus,empty,empty
undefined,"Dias J. undefined",---,---,Letter,1,"Notes on the history and uses of thistles and Cynara cardunculus L. in Portugal","Ethnobotany Research and Applications",undefined,undefined,10.32859/era.28.22.1-12,undefined,2024-01-01,Scopus,empty,empty
undefined,"Mestre T.D. undefined",---,---,Article,1,"Family Self-Care in Chronic Disease Management: An Evolving Care Pattern?","SAGE Open Nursing",undefined,undefined,10.1177/23779608231226069,undefined,2024-01-01,Scopus,empty,empty
undefined,"Loureiro V.A.F.B. undefined",---,---,Article,1,"Quality of life, falls and functional mobility of Portuguese older adults, during the COVID pandemic 19",Retos,undefined,undefined,10.47197/RETOS.V52.95705,15791726,2024-01-01,Scopus,empty,empty
undefined,"Bouslimi H. undefined",---,---,Article,1,"Appraisal of the Physiological Response of Cakile maritima and Brassica juncea for Tolerating Lanthanum Stress","Journal of Marine Science and Engineering",undefined,undefined,10.3390/jmse12010065,undefined,2024-01-01,Scopus,empty,empty
undefined,"Amaro P. undefined",---,---,Article,1,"Depression and Anxiety of Portuguese University Students: A Cross-Sectional Study about Prevalence and Associated Factors","Depression and Anxiety",undefined,undefined,10.1155/2024/5528350,10914269,2024-01-01,Scopus,empty,empty
undefined,"Afonso A. undefined",---,---,Article,1,"Pretreated Agro-Industrial Effluents as a Source of Nutrients for Tomatoes Grown in a Dual Function Hydroponic System: Tomato Quality Assessment","Sustainability (Switzerland)",undefined,undefined,10.3390/su16010315,undefined,2024-01-01,Scopus,empty,empty
