id,titulo,autor_principal,fonte,doi,issn,isbn,volume,numero,paginas,editor,data_publicacao,descricao,palavras_chave,cited_by_count,tipo,article_number,departamento,origem,financiador,afiliacoes,repositorioIPBeja,apoiosPublicacao,autores_artigo,orcid_autores,organizacoes,keywords,citacoes,fonteTitulo,issue,paginasInicio,paginasFim,numeroPaginas
SCOPUS_ID:85211376950,"How the Variance-to-Mean Ratio Behaves in Relation to the Basic Principles for Inequality Measures","Santos C.","WSEAS Transactions on Business and Economics",10.37394/23207.2024.21.194,11099526,,21,,2354-2362,,2024-01-01,"The phenomenon of inequality occurs when resources, opportunities, or other attributes are distributed unequally among the elements of a set. Although the literature on inequality focuses heavily on income inequality, inequality encompasses economic, social, and spatial dimensions, being relevant in different fields of society. When addressing inequality, the measure that immediately appears as a candidate for evaluating this inequality is the Gini index, however, there are several circumstances in which other measures of inequality are more appropriate, or in which the information provided by the Gini index is insufficient to adequately characterize or compare inequality. Considering that, in certain situations, the Variance-to-Mean Ratio and the Gini Index appear as viable alternatives to measure inequality, we are interested in analyzing the Variance-to-Mean Ratio regarding its compliance with the four basic criteria for inequality measures, adopting a formal and axiomatic approach. We conclude that the Variance-to-Mean Ratio does not meet all these requirements.","Dispersion ; Gini index ; Index of dispersion ; Inequality ; Inequality measures properties ; Variation",0,"Artigos em revista",,"Matemática CFisicas",Scopus,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal)",N/A,N/A,"Carla Santos","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85185664611,"An assessment of the true Gini coefficient regarding the fulfilment of the basic criteria for inequality measures","dos Santos C.M.L.d.S.A.","Acta Scientiarum - Technology",10.4025/actascitechnol.v46i1.64563,18062563,,46,1,,,2024-01-01,"The Gini coefficient emerged more than a hundred years ago, but it is still the well-known and most used measure for assessing the degree of inequality in a distribution. Historically, the Gini coefficient has mainly been used to study income or wealth distributions, but, as highlighted by Gini himself, the coefficient's power to measure inequality extends to other contexts. In order to adapt it to the needs and points of view of those who use it, both in its classical and non-traditional applications, the Gini coefficient is frequently modified and extended, which resulted in a multitude of mathematical expressions, interpretations and generalizations of this coefficient. The so-called True Gini coefficient, one of the multiple formulations of the Gini coefficient for discrete distributions that can be found in the literature, is a correction of the Gini coefficient that is directly derived from the mean difference between n quantities, originally proposed by Gini, in 1912, and follows from the exclusion of self-on-self differences in the calculation. References to the main motivation for using the Gini coefficient point to its good properties, however, the fulfilment of the criteria for inequality measures is not common to the different formulations of the Gini coefficient. In this work we assessed the fulfillment of the four basic criteria for inequality measures by the True Gini coefficient, having shown that this formulation of the coefficient fulfills the principle of transfers, symmetry, and scale invariance. However, it does not comply with the principle of population, therefore, it cannot be included in the class of relative inequality indexes.","dispersion ; Gini index ; relative inequality index ; variability",1,"Artigos em revista",e64563,"Matemática CFisicas",Ambas,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal)",N/A,N/A,"Carla Maria Lopes da Silva Afonso dos Santos; Cristina Paula Silva Dias","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,"ACTA SCIENTIARUM-TECHNOLOGY",1,,,9
SCOPUS_ID:85190236894,"Genotype × Environment Interaction: A Comparison between Joint Regression Analysis and Weighted Biplot Models","Dias C.","WSEAS Transactions on Environment and Development",10.37394/232015.2023.19.134,17905079,,19,,1475-1488,,2023-01-01,"This work examines the obstacles presented by genotype-environment interaction (GEI) in plant breeding and the significance of accurate analysis in selecting superior genotypes. Although current models, such as the JRA and GGE biplot models, have their limitations, especially when dealing with multi-environment data with a single trait and several environments, our approach addresses the challenges of GEI in plant breeding. We introduce new models and conduct a comprehensive comparison with the existing ones. The inclusion of mega-environment analysis and the evaluation of individual test environments within each mega-environment adds depth to this study, aiming to provide a more nuanced understanding of the causes and effects of GEI. We intend to validate and test the proposed models on real-world datasets to assess their effectiveness and practical applicability in the field of plant breeding. Additionally, communicating the benefits and potential limitations of your proposed models will contribute to the broader understanding and adoption of improved methods for analyzing GEI in plant breeding. We conclude that joint use of the JRA and GGE Biplot models has proven effective in exploring genotype × environment interaction, particularly for multi-environment data (MET). JRA model provides a most robust and reliable representation of patterns in the data related to genotypes and environments.","Genotype evaluation ; GGE Biplot models ; JRA Model ; L  environmental indexes 2 ; Mega-environment (MET) ; Principal component analysis ; Scheffé multiple comparison tests ; Stability analysis ; Upper contour ; Zigzag algorithm",0,"Artigos em revista",134,"Matemática CFisicas",Scopus,"FCT (UIDB/00297/2020) Fundação para a Ciência e a Tecnologia","Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"Cristina Dias; Carla Santos; João Tiago Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85180545917,"Operations with Iso-structured Models with Commutative Orthogonal Block Structure: An Introductory Approach","Santos C.","Springer Proceedings in Mathematics and Statistics",10.1007/978-3-031-39864-3_13,21941009,[9783031398636],430,,157-168,,2023-01-01,"An approach to models based on an algebraic context allows interesting and useful statistical results to be derived or at least better understood. In the approach to models with commutative orthogonal block structure via algebraic structure it is possible to show that the orthogonal projection matrix in the space spanned by the mean vector commuting with the covariance matrix guarantees least squares estimators giving best linear unbiased estimators for estimable vectors. In this work we focus on the possibility of performing operations with models with commutative orthogonal block structure that are iso-structured, that is, models generating the same commutative Jordan Algebra of symmetric matrices.","Algebraic structure ; Cartesian product ; Jordan Algebra ; Linear mixed model",0,"Artigos em conferência",,"Matemática CFisicas",Scopus,"FCT (UIDB/00297/2020) Fundação para a Ciência e a Tecnologia","Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Universidade da Beira Interior (Covilha, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"Carla Santos; Cristina Dias; Célia Nunes; João T. Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85169300618,"Joining Iso-Structured Models with Commutative Orthogonal Block Structure","Santos C.","WSEAS Transactions on Mathematics",10.37394/23206.2023.22.64,11092769,,22,,577-585,,2023-01-01,"In this work, we focus on a special class of mixed models, named models with commutative orthogonal block structure (COBS), whose covariance matrix is a linear combination of known pairwise orthogonal projection matrices that add to the identity matrix, and for which the orthogonal projection matrix on the space spanned by the mean vector commutes with the covariance matrix. The COBS have least squares estimators giving the best linear unbiased estimators for estimable vectors. Our approach to COBS relies on their algebraic structure, based on commutative Jordan algebras of symmetric matrices, which proves to be advantageous as it leads to important results in the estimation. Specifically, we are interested in iso-structured COBS, applying to them the operation of models joining. We show that joining iso-structured COBS gives COBS and that the estimators for the joint model may be obtained from those for the individual models.","Best linear unbiased estimators ; COBS ; Jordan algebra ; Mixed model ; Models joining ; Variance components",0,"Artigos em revista",,"Matemática CFisicas",Scopus,"FCT (UIDB/00297/2020) Fundação para a Ciência e a Tecnologia","Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Universidade da Beira Interior (Covilha, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"Carla Santos; Cristina Dias; Célia Nunes; João Tiago Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85143173089,"Adaptability and stability analysis of common wheat production","Dias C.","AIP Conference Proceedings",10.1063/5.0123542,0094243X,[9780735442474],2611,,,,2022-11-23,"Wheat is one of the most produced cereals in the world and is used in the manufacture of various products that are consumed daily. As a result, there is a need to produce quality wheat in various regions of the world, to meet the demand and reduce transportation costs. It is a versatile crop, all over the world, with a wide number of cultivars adapted to local conditions. This work had the objectives of comparing the values of the genotype-environment interaction (GE) obtained using the additive main effects and multiplicative interaction model (AMMI) and in the analysis of the linear regression (LR) and comparing the production stability of common wheat genotypes. Eleven genotypes were evaluated in different environments (combinations of location and year) based on the data analysis obtained in field trials that took place in the period from 2015 to 2019. The experimental design used was randomized blocks, with two repetitions. The sum of squares (SS) of the regressions only explained 21.6% of the SS of the GE interaction, while the first component (PC1) of the analysis of the main components explained 46.3%. The SS of PC1 was twice greater than the SS of all combined regressions (joint, genotypic and environmental). Therefore, the AMMI analysis was more efficient in describing the GE interaction than the LR.",,0,"Artigos em conferência",090007,"Matemática CFisicas",Scopus,"FCT (UIDB/00297/2020) Fundação para a Ciência e a Tecnologia","Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Politécnico de Portalegre (Portalegre, Portugal); Center for Mathematics and its Applications (Lisbon, Portugal)",N/A,N/A,"Cristina Dias; Carla Santos; João Tiago Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85123622759,"Isolated and structured families of models for stochastic symmetric matrices","Dias C.","Computational and Mathematical Methods",10.1002/cmm4.1152,,,3,6,,,2021-11-01,"Stochastic symmetric matrices with a dominant eigenvalue, α,can be written as the sum of λααt (where λ is the first eigenvalue), with a symmetric error matrix E. The information in the stochastic matrix will be condensed in its structured vectors, λα, and the sum of square of residues, V. When the matrices of a family correspond to the treatments of a base design, we say the family is structured. The action of the factors, which are considered in the base design, on the structure vectors of the family matrices will be analyzed. We use ANOVA (Analysis of Variance) and related techniques, to study the action under linear combinations of the components of structure vectors of the m matrices of the model. Orthogonal models with m treatments are associated to orthogonal partitions. The hypothesis to be tested, on the action of the factors in the base design, will be associated to the spaces in the orthogonal partitions. We will show how to carry out transversal and longitudinal analysis for families of stochastic symmetric matrices with dominant eigenvalue associated to orthogonal models.",,0,"Artigos em conferência",e1152,"Matemática CFisicas",Ambas,"FCT (UIDB/00297/2020) Fundação para a Ciência e a Tecnologia","Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Politécnico de Portalegre (Portalegre, Portugal); Center of Mathematics and Applications (CMA) (Caparica, Portugal)",N/A,N/A,"Cristina Dias; Carla Santos; João Tiago Mexia","0000-0001-6350-5610; 0000-0002-0077-1249; N/A",N/A,N/A,N/A,"COMPUTATIONAL AND MATHEMATICAL METHODS",6,,,8
SCOPUS_ID:85136474324,"COVID-19 and online learning in higher education. A case study of students from Portalegre and Beja Polytechnic Institutes","de Borges M.I.","International Journal of Educational Research and Innovation",10.46661/ijeri.5253,,,2021,15,317-325,,2021-01-01,"Since the early spring of 2020, Portuguese higher education institutions, as well as other education institutions around the world, have been experiencing an unprecedented massive “migration” from traditional in‐class face‐to‐face education to online education. The massive changing models of teaching and learning brings out different perceptions from various parties. There are some advantages and disadvantages in this kind of learning model. The purpose of this study is to investigate the learners’ perception on online learning in a scenario of a COVID-19 pandemic. The subject of this research are students of two Portuguese Polytechnic Institutes (Portalegre and Beja). The instrument used is an online survey questionnaire, anonymous and voluntary, sent to undergraduate engineering students of the two institutions. This study not only report that online learning is good during COVID-19 pandemic, but also spotted the light on the availability of internet access and computers or cell phones. The main conclusions show that the impact was manly negative from the learners’ perception perspective, having mostly referred the workload and also the difficulty in clarifying doubts in time as major factors that had a very negative influence on their academic performance. Also, the social distancing from colleagues was mentioned as a negative aspect. Finally, most respondents expressed a clear preference for face-to-face education for the next academic year.","Covid-19 ; higher education ; online learning",4,"Artigos em revista",,"Matemática CFisicas",Ambas,N/A,"Instituto Politécnico de Beja (Beja, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"Maria Isabel de Borges; Cristina Dias; Carla Santos","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,"INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH AND INNOVATION",15,317,325,9
SCOPUS_ID:85085037871,"Models with commutative orthogonal block structure: a general condition for commutativity","Santos C.","Journal of Applied Statistics",10.1080/02664763.2020.1765322,02664763,,47,13-15,2421-2430,,2020-11-17,"A linear mixed model whose variance-covariance matrix is a linear combination of known pairwise orthogonal projection matrices that add to the identity matrix, is a model with orthogonal block structure (OBS). OBS have estimators with good behavior for estimable vectors and variance components, moreover it may be interesting that the least squares estimators give the best linear unbiased estimators, for estimable vectors. We can achieve it, requiring commutativity between the orthogonal projection matrix, on the space spanned by the mean vector, and the orthogonal projection matrices involved in the expression of the variance-covariance matrix. This commutativity condition defines a more restrict class of OBS, named COBS (model with commutative orthogonal block structure). With this work we aim to present a commutativity condition, resorting to a special class of matrices, named U-matrices.","best linear unbiased estimators ; mixed models ; models with commutative orthogonal block structure ; U-matrices",5,"Artigos em revista",,"Matemática CFisicas",Ambas,(UID/MAT/00212/2019),"Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Universidade da Beira Interior (Covilha, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"C. Santos; C. Nunes; C. Dias; J. T. Mexia","0000-0002-0077-1249; 0000-0003-0167-4851; 0000-0001-6350-5610; 0000-0001-8620-0721",N/A,N/A,N/A,"JOURNAL OF APPLIED STATISTICS",13-15,2421,2430,10
SCOPUS_ID:85096623605,"Inference for isolated matrices and structured families of matrices","Dias C.","Proceedings of the International Conference on Industrial Engineering and Operations Management",,,,,August,,,2020-01-01,"In this article we show how to use vec type operators to validate models for symmetric stochastic matrices. vec-type operators are operators that they also match vectors to matrices, that is, they allow to reorganize some elements of a matrix into a column vector. The presented formulation allowed us to make inference about the series of study, because the results presented in this work can be applied to the matrices of Hilbert-Schmidt products, that are very important matrices in the first phase of the STATIS methodology. Thus, the operators allowed us to present results that allow inference to be made for models for symmetric stochastic matrices. These models provided the basis for making inference for isolated matrices and structured families of matrices. In particular, we consider the case in which the matrices correspond to the treatments of base models. Thus, using the results presented, using vec type operators, it is possible to adjust a model with degree s. If λs = 0, the model can be simplified. These results, as already mentioned, can be applied to the matrices of Hilbert-Schmidt products (which are very important in the first phase of the STATIS Methodology), and to cross-product matrices which have an important role in inference.","Analysis of Variance ; Cross product matrices ; Models ; Structured families ; Vec type operator’s",0,"Artigos em conferência",,"Matemática CFisicas",Scopus,"FCT (UIDB/00297/2020) Fundação para a Ciência e a Tecnologia","Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"Cristina Dias; Carla Santos; João Tiago Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85096557209,"On the derivation of complex linear models from simpler ones","Santos C.","Proceedings of the International Conference on Industrial Engineering and Operations Management",,,,,August,,,2020-01-01,"Linear mixed models are useful in biology, genetics, medical research, agriculture, industry, and many other fields, providing a flexible approach in situations of correlated data. Based on the structure of the variance-covariance matrix, emerged a special class of linear mixed models, those of models with orthogonal block structure, which allows optimal estimation for variance components of blocks and contrasts of treatments. This approach triggered a more restrict class of mixed models, models with commutative orthogonal block structure, whose interest lies in the possibility of achieving least squares estimators giving best linear unbiased estimators for estimable vectors. Exploring the possibility of joint analysis of linear mixed models, obtained independently, and focusing on the approach based on the algebraic structure of the models, some authors have investigated the conditions in which the good properties of the estimators are preserved. In this work we intend to highlight the ideas underlying the techniques for the joint analysis of models, since these aspects were under-explored in the works where the theoretical formulation of the techniques were introduced. Given that these techniques were developed involving models with commutative orthogonal block structure, we provide a selective review of the literature focusing on the contributions addressing this special class of mixed linear models.","Commutative orthogonal block structure ; Models crossing ; Models joining ; Models nesting",1,"Artigos em conferência",,"Matemática CFisicas",Scopus,"FCT (UIDB/00297/2020) Fundação para a Ciência e a Tecnologia","Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Universidade da Beira Interior (Covilha, Portugal)",N/A,N/A,"Carla Santos; Cristina Dias; Célia Nunes; João Tiago Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85058668057,"Model validation and vec operators","Dias C.","AIP Conference Proceedings",10.1063/1.5079167,0094243X,[9780735417663],2040,,,,2018-11-30,"We use the vec and other relater operators to carry out inference for structured families of symmetric stochastic matrices M. These are obtained through the sum of the respective mean matrix and a symmetric stochastic matrix with null mean. We consider that the vec operator of the matrix E is normal homoscedastic. The matrices on these families correspond to the treatments of a base design, and the inference is centered on model validation and the action of the factors in the base model on mean matrices.",,0,"Artigos em conferência",110003,"Matemática CFisicas",Ambas,"FCT (UID/MAT/00297/2013) Fundação para a Ciência e a Tecnologia","Universidade Nova de Lisboa (Lisbon, Portugal); Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"Cristina Dias; Carla Santos; Maria Varadinov; João Tiago Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,"INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2018 (ICCMSE-2018)",,,,4
SCOPUS_ID:85058183143,"Combining models","Santos C.","ACM International Conference Proceeding Series",10.1145/3274250.3274257,,[9781450365383],,,11-15,,2018-07-15,"In this work we study a special class of linear mixed models - models with orthogonal block structure. Imposing a commutativity condition on them, we get a new class of mixed models, called models with commutative orthogonal block structure, COBS. This commutativity condition of COBS is a necessary and sufficient condition for the least square estimators, LSE, to be best linear unbiased estimators, BLUE, whatever the variance components. We present a review of three techniques that enable us to analyze complex models, designed from simpler ones, emphasizing the conditions of applicability of each of them, their limitations and advantages. The techniques, that consist in models crossing, models nesting and models joining, rests on the algebraic structure of the models and binary operations on commutative Jordan Algebras of symmetric matrices. Since crossing, nesting or joining COBS we obtain new COBS, the good properties of estimators hold for the resulting models.","Commutative ; Models crossing ; Models joining ; Models nesting ; Orthogonal block structure",0,"Artigos em conferência",,"Matemática CFisicas",Ambas,"FCT (UID/MAT/00212/2013) Fundação para a Ciência e a Tecnologia","Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Universidade da Beira Interior (Covilha, Portugal)",N/A,N/A,"Carla Santos; Célia Nunes; Cristina Dias; João T. Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,"ICOMS 2018: 2018 INTERNATIONAL CONFERENCE ON MATHEMATICS AND STATISTICS",,11,15,5
SCOPUS_ID:85058181503,"Degree-one models and cross product matrices","Dias C.","ACM International Conference Proceeding Series",10.1145/3274250.3274258,,[9781450365383],,,50-54,,2018-07-15,"Degree-one models can be applied to cross products matrices and Hilbert-Schmidt scalar products matrices. The latter have an important role in the first stage (inter-structure) of STATIS methodology, while the former matrices (in particular the AAt and At A cross products, which have the same non-null eigenvalues) have an important role in inference. The case of rank one is interesting since the first eigenvector of matrix XX may t be used to describe the behavior of the variables corresponding to the columns of X . We now consider the estimators of the pair (, α ) and testing that the mean matrix as rank one. We apply our results to cross product matrices XXt given an numerical example.","Acceptance regions ; Eigenvalues ; Inference ; Mean matrix ; Simulation",0,"Artigos em conferência",,"Matemática CFisicas",Ambas,"FCT (UID/MAT/00297/2013) Fundação para a Ciência e a Tecnologia","Universidade Nova de Lisboa (Lisbon, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"Cristina Dias; Carla Santos; João T. Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,"ICOMS 2018: 2018 INTERNATIONAL CONFERENCE ON MATHEMATICS AND STATISTICS",,50,54,5
SCOPUS_ID:85006976517,"Joining models with commutative orthogonal block structure","Santos C.","Linear Algebra and Its Applications",10.1016/j.laa.2016.12.019,00243795,,517,,235-245,,2017-03-15,"Mixed linear models are a versatile and powerful tool for analysing data collected in experiments in several areas. A mixed model is a model with orthogonal block structure, OBS, when its variance–covariance matrix is of all the positive semi-definite linear combinations of known pairwise orthogonal orthogonal projection matrices that add up to the identity matrix. Models with commutative orthogonal block structure, COBS, are a special case of OBS in which the orthogonal projection matrix on the space spanned by the mean vector commutes with the variance–covariance matrix. Using the algebraic structure of COBS, based on Commutative Jordan algebras of symmetric matrices, and the Cartesian product we build up complex models from simpler ones through joining, in order to analyse together models obtained independently. This commutativity condition of COBS is a necessary and sufficient condition for the least square estimators, LSE, to be best linear unbiased estimators, BLUE, whatever the variance components. Since joining COBS we obtain new COBS, the good properties of estimators hold for the joined models.","Jordan algebra ; Mixed models ; Models joining ; Models with commutative orthogonal block structure",6,"Artigos em revista",,"Matemática CFisicas",Ambas,"FCT (UID/MAT/00212/2013) Fundação para a Ciência e a Tecnologia","Universidade Nova de Lisboa (Lisbon, Portugal); Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Universidade da Beira Interior (Covilha, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"Carla Santos; Célia Nunes; Cristina Dias; João Tiago Mexia","0000-0002-0077-1249; N/A",N/A,N/A,N/A,"LINEAR ALGEBRA AND ITS APPLICATIONS",,235,245,11
SCOPUS_ID:85008711885,"Imbedding linear regressions in models for factor crossing","Santos C.","AIP Conference Proceedings",10.1063/1.4968734,0094243X,[9780735414549],1790,,,,2016-12-06,"Given u factors with J1, ⋯, Ju levels we are led to test their effects and interactions. For this we consider an orthogonal partition of Rn, with n=πl=1uJl, in subspaces associated with the sets of factors. The space corresponding to the set C will have density g(C)=πlϵC(Jl-1) so that g({1, ⋯, u}) will be much larger than the other number of degrees of freedom when Jl > 2, l = 1, ⋯, u This fact may be used to enrich these models imbedding in them linear regressions.","Crossing ; Effects and Interactions ; Orthogonal partition",0,"Artigos em conferência",140005,"Matemática CFisicas",Ambas,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal); Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Universidade da Beira Interior (Covilha, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"Carla Santos; Célia Nunes; Cristina Dias; Maria Varadinov; João T. Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2016 (ICCMSE-2016)",,,,3
SCOPUS_ID:85008657316,"ANOVA like analysis for structured families of stochastic matrices","Dias C.","AIP Conference Proceedings",10.1063/1.4968735,0094243X,[9780735414549],1790,,,,2016-12-06,"Symmetric stochastic matrices width a width a dominant eigenvalue λ and the corresponding eigenvector α appears in many applications. Such matrices can be written as M=λ α αt+Ē. Thus β = λ α will be the structure vector. When the matrices in such families correspond to the treatments of a base design we can carry out a ANOVA like analysis of the action of the treatments in the model on the structured vectors. This analysis can be transversal-when we worked width homologous components and - longitudinal when we consider contrast on the components of each structure vector. The analysis will be briefly considered at the end of our presentation.","Stochastic matrices ; Structured families ; Transversal and longitudinal analysis",2,"Artigos em conferência",140006,"Matemática CFisicas",Ambas,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal); Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Politécnico de Portalegre (Portalegre, Portugal)",N/A,N/A,"Cristina Dias; Carla Santos; Maria Varadinov; João T. Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2016 (ICCMSE-2016)",,,,3
SCOPUS_ID:84939896146,"Inference for types and structured families of commutative orthogonal block structures","Carvalho F.",Metrika,10.1007/s00184-014-0506-8,00261335,,78,3,337-372,,2015-04-01,"Models with commutative orthogonal block structure, COBS, have orthogonal block structure, OBS, and their least square estimators for estimable vectors are, as it will be shown, best linear unbiased estimator, BLUE. Commutative Jordan algebras will be used to study the algebraic structure of the models and to define special types of models for which explicit expressions for the estimation of variance components are obtained. Once normality is assumed, inference using pivot variables is quite straightforward. To illustrate this class of models we will present unbalanced examples before considering families of models. When the models in a family correspond to the treatments of a base design, the family is structured. It will be shown how, under quite general conditions, the action of the factors in the base design on estimable vectors, can be studied.","Commutative Jordan algebras ; Commutative orthogonal block structure ; Estimation ; Mixed linear models",11,"Artigos em revista",,"Matemática CFisicas",Ambas,"UBI (PEst-OE/MAT/UI0212/2014) Universidade da Beira Interior","Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Politécnico de Tomar (Tomar, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Universidade da Beira Interior (Covilha, Portugal)",N/A,N/A,"Francisco Carvalho; João T. Mexia; Carla Santos; Célia Nunes","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,METRIKA,3,337,372,36
SCOPUS_ID:84890037631,"Relevant statistics for models with commutative orthogonal block structure and unbiased estimator for variance components","Nunes C.","Journal of Interdisciplinary Mathematics",10.1080/09720502.2008.10700581,09720502,,11,4,553-564,,2008-12-01,"A model has orthogonal block structure, OBS, when it's covariance matrix is a linear combination of pairwise orthogonal projection matrices P1,..., Pℓ. If one of this models has mean vector μn = ΔTν and the P1,..., Pℓ commute with the orthogonal projection matrix on the range space of ΔT, the model will have commutative orthogonal block structure, COBS. We obtain relevant statistics for these models as well as BLUE for estimable vectors and unbiased estimators for variance components. When we assume the normality, we show that these statistics will be sufficient and completes. These statistics will be used to get confidence regions and tests of hypotheses for variance components and estimable vectors. We will also show how to induce probabilities measures in parametric spaces and how to adjust confidence ellipsoids for estimable vectors. Lastly we characterize mixed models with COBS. © Taru Publications.","Cobs ; Mixed models ; Obs ; Orthogonal designs ; Unbiased estimator for variance components",6,"Artigos em revista",,"Matemática CFisicas",Ambas,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Universidade da Beira Interior (Covilha, Portugal)",N/A,N/A,"Célia Nunes; Carla Santos; João Tiago Mexia","N/A; 0000-0002-0077-1249",N/A,N/A,N/A,"JOURNAL OF INTERDISCIPLINARY MATHEMATICS",4,553,564,12
SCOPUS_ID:85211577380,"Do rising interest rates matter for bank profitability? Evidence from Portuguese banks","Pires C.","European Journal of Government and Economics",10.17979/ejge.2024.13.2.10853,,,13,2,120-135,,2024-12-03,"The purpose of this paper is to analyse the profitability determinants of seventeen banks operating in Portugal from 2013 to 2023. The banking market has changed significantly, particularly since 2021, when Euribor grew rapidly to control inflation target. Methodologically, a hypothetical-deductive approach was used based on panel data collected from banks' published accounts. To generate results, grouped ordinary least squares were applied, as the Breusch-Pagan test confirms homoscedasticity, an essential assumption in this regression model. Internal variables considered include credit quality, capital adequacy, management quality, financial margin, and bank size, alongside an external variable, the Euribor. The findings reveal that credit risk, capital adequacy, management capacity, and Euribor are the most statistically significant for both return on equity and return on assets, with Euribor emerging as the greatest statistically significant variable. The analysis of Euribor as an explanatory variable represents the key contribution of this study relative to the existing and reviewed literature.","banks ; Euribor ; profitability",0,"Artigos em revista",,"Ciências Empresariais",Scopus,N/A,"Instituto Politécnico de Beja (Beja, Portugal)",N/A,N/A,"Clara Pires; Carlos Borralho; Ana Cantarinha","0009-0005-8886-7294; 0000-0003-3868-9715; 0000-0002-1280-1871",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
